id;text;formality_2_categories;formality_3_categories
895;Dzień dobry. Dziękuję bardzo za zajęcie się sprawą. Właśnie sprawdziłam i nadal u mnie nie są wyszukiwani użytkownicy po wpisaniu wyżej wymienionych numerów. Pozdrawiam JK.;1;2
896;Prosimy o chwilę cierpliwości. Pracujemy nad rozwiązaniem problemu, gdy dostęp zostanie przywrócony poinformujemy o tym.;1;2
897;Proszę spróbować zainstalować ten dodatek nie będąc zalogowanym w Microsoft. Pozdrawiam AA.;1;2
898;Dzień dobry, w załączniku przesyłam wypełnione wnioski. Oryginały przesyłam pocztą wewnętrzną. Z pozdrowieniami AA.;0;1
899;Dzień dobry, dziękuję za pomoc. Udało się zainstalować wtyczkę. Żeby z niej korzystać w Power Point, nie mogę być w tym czasie zalogowana w Microsoft. Pozdrawiam i jeszcze raz dziękuję. Pozdrawiam BB.;0;1
900;"Z tego co pamiętam to przed aktualizacją przy ikonach ""kółko zębate"" i ""lupa"" wyświetlały się przyciski z tekstem. Teraz jak widać to się zmieniło. Zobaczę jeszcze czy da się coś z tym zrobić. Pozdrawiam, AA.";0;1
901;Dzień dobry w najbliższym czasie planujemy przeprowadzić szkolenie prezentera webinariów, uczestnictwo uprawnia do rezerwacji sal webinariowych. Poinformujemy po ustaleniu terminu. Pozdrawiam JK.;0;1
902;Problem nie powinien już występować. Proszę spróbować ponownie wygenerować podanie.;0;1
903;Szanowni Państwo, przypominam o sprawie. Czy czekamy na sygnał od p. Nowak czy może trwają inne działania?  Marcin;1;2
904;Panowie,  standardowa prośba - poprowadźcie dalej sprawę albo wskażcie jaki powinien być następny krok. My go nie znamy Adam.;0;0
905;Szanowna Pani! Dziękuję za pomoc. Wypróbuję zaproponowane rozwiązania. Pozdrawiam serdecznie, AA.;1;2
906;Tak , spotkanie będzie nagrywane. O ile szyków ponownie  nie pokrzyżuje technologia to wszystko będzie nagrane i udostępnione. Pozdrawiam JK.;0;0
907;Dziękuję bardzo za odpowiedź. Pozdrawiam serdecznie i życzę miłego wieczoru BB.;1;2
908;Teraz powinna Pani być widoczna w systemie. Proszę sprawdzić i dać znać, czy problem jest rozwiązany.;1;2
909;Przepraszam. Nagranie zapisane zostało na dysku. Przepraszam za zamieszanie. Jednak wakacje zatarły działanie tych procedur. Pozdrawiam AA.;0;0
910;Witam, czy mogę prosić o rzut ekranu całej ścieżki oraz błędu.  Równolegle będziemy szukać rozwiązania dla Pana. Pozdrawiam BB.;0;1
911;Tego się właśnie obawiałem. Rozumiem, że nie pozostaje mi nic innego jak skrócić nazwy katalogów i plików?;0;1
912;Zgłosiliśmy problem do dostawcy usługi. Na tę chwile tylko tyle możemy powiedzieć. Czekamy na rozwiązanie, o którym poinformujemy.;1;2
913;"Dodam tylko, że znany jest mi sposób dodawania zasobu typu ""folder"" i go wykorzystuję. Chodzi mi tylko o pomoc związaną z zasobem ""plik"".";0;0
914;Krzychu, możesz spokojnie zadać te pytania bezpośrednio. Ja je mogę co najwyżej przekręcić, a robienie copy-paste jest słabe...;0;0
915;Dzięki, Przemysławie za obiecane info. A do czasu tej zmiany co możemy poradzić Użytkownikowi? Czy na razie jego sytuacja się nie zmieni, czy macie jakieś rozwiązanie lub obejście problemu?;0;1
916;Pani Ewelino, czy na Pani możliwość samodzielnego zamykania swoich zgłoszeń? Pytam, bo może tak by było najlepiej robić – w końcu to Pani decyzja, że dalsze prace przy zgłoszeniu nie są już potrzebne.;0;1
917;Nie mamy rozwiązania alternatywnego, którego utrzymanie nie stanowiłoby dla nas nadmiernego kosztu. Czekamy na sukces po wdrożeniu..;0;0
918;Dzień dobry, uprzejmie proszę o potwierdzenie, że przekazane informacje są wystarczające. Adam.;0;2
919;Zgodnie z ustaleniami z rozmowy telefonicznej z Panem Nowakiem będę zamykała swoje zgłoszenia, które z punktu widzenia działu pomocy są rozwiązane lub zamknięte. Pozdrawiam BB.;0;1
920;Po interwencji przez Teams, logowanie się przez przeglądarkę, zaczeło działać dla użytkownika.  Zamykam. Pozdrawiam AA.;1;2
921;Cześć, rozumiem, że ktoś w dziale się pomylił. Nie ma co drążyć tematu w takim razie. Zamykam zgłoszenie.Pozdrawiam JK.;0;0
922;Dzień dobry, w takim razie zawieszamy sprawę do przyszłego tygodnia, powiedzmy do wtorku. Liczymy na Pańskie dalsze informacje. AA.;1;2
923;Dzień dobry, nie mamy jeszcze potwierdzenia od zespołu programistów, czy udało im się skutecznie rozwiązać problem, dlatego uprzejmie proszę o informację, czy błąd nadal jeszcze występuje? JK.;1;2
924;Czy byłaby szansa połączyć się z Panią poprzez MS Teams? Udostępnienie ekranu poprzez MS Teams ułatwi diagnostykę problemu. Pozdrawiam AA.;1;2
925;Panowie, czy możecie pochylić się nad problemem? Pozdrawiam BB.;0;1
926;Ja się zajmę tym zgłoszeniem do końca, bo widzę, że ładnie się ciągnie. ;0;0
927;Dzień dobry, nie jestem w stanie zalogować się do mojego konta testowego. Proszę o zresetowanie hasła. Pozdrawiam;1;2
928;Dzień dobry, niestety jest to pierwsze zgłoszenie dotyczące ssl dla tego serwisu, dlatego działamy dopiero teraz. Certyfikat został odnowiony.;1;1
929;Było zapowiedziane szkolenie jutro o 14:15 o Teams. Może jutro po tym szkoleniu będzie Pani mogła połączyć się ze mną? Na pewno będę mieć zarezerwowany czas. ;1;2
930;Ok. Poniedziałek jest dla mnie dobrym dniem. Proszę zatem o przesłanie zaproszenia na Teams. Pozdrawiam BB.;1;1
931;Tak, już teraz wszystko jest dla mnie jasne. Można zamknąć temat.;0;1
932;Dziękujemy za zgłoszenie. Dane te zostana przekazane do rozpatrzenia. Tymczasem zamykam zgłoszenie. Pozdrawiam AA.;1;2
933;Dzień dobry, dostęp do podań został już nadany proszę spróbować ponownie zalogować się i wygenerować podanie. Czy przekazana informacja rozwiązuje Pani problem?;1;2
934;Dzień dobry, z naszej perspektywy wygląda, że strona już wyświetla się poprawnie. Uprzejmie proszę o potwierdzenie.  Marcin;0;0
935;Dzień dobry udzielono wsparcia w webPokoju, plik z powodzeniem został wgrany za pośrednictwem przeglądarki Safari w związku z tym zamykam zgłoszenie. Pozdrawiam JK.;0;1
936;Proszę usunąć folder terminale i spróbować ponownie;1;2
937;Zgodnie z komunikatem należy za pomocą spacji zaznaczyć odpowiednie wiersze do parowania. Więcej na ten temat może powiedzieć Roman.;0;0
938;Dziękuję! Tak, to jest komunikat o zajętym terminie. Zajętym najpewniej przez innego użytkownika.Pozdrawiam AA.;0;1
939;Tak, te instrukcje umieściliśmy przed wysłaniem komunikatu do pracowników. Ale doskonale Panią rozumiem, książka jest obszerna i można nie zauważyć lub przeoczyć jakiś temat. Pozdrawiam JK.;1;1
940;Dobry wieczór, czy coś się stało? Pozdrawia BB.;0;0
941;Dziękuję, dzis udało mi się zarezerwować przy pierwszej próbie, możliwe, że nie sprawdziłem czsu końca rezerwacji;1;1
942;Niestety nie dysponujemy takim oprogramowaniem. MS Teams pozwala udostępniać jednocześnie tylko jeden ekran. Pozdrawiam JK.;1;1
943;Pani Ewa Nowak jest na długotrwałym zwolnieniu lekarskim bez możliwości kontaktu z nią więc proszę o informację w jaki inny sposób mogę te uprawnienia dostać?;0;0
944;Dzień dobry, ja utworzyłem czat i zaprosiłem użytowników. W załączniku widok okna z nieaktywnymi  przyciskami. Może to problem iż użytkowników jest aż 41 i jest limit. Pozdrawiam JK.;1;2
945;Czyli nie przesłano - nie znaczy że zadanie ode mnie nie zostało przesłane, a to że go nie wyświetlił - dziwne, bo kolega twierdził że mu się nie wyświetla żadne zadanie.;0;1
946;"Tablica jest dostępna podczas spotkania video pod ikonką udostępniania ekranu. Należy wybrać opcję udostępnij ekran i z listy ""ekranów"" wybrać whiteboard. Czy o to chodziło? Pozdrawiam BB.";0;1
947;Przy nowym pliku też nie ma blokowania. Dziś wywieszam filmy na OneDrive i sprawdziłam. ;0;0
948;Link powinien zadziałać. Proszę o przesłanie linku. Sprawdzimy. W jakim trybie prowadziła Pani szkolenie?;1;1
949;W takim razie proszę o zaplanowanie spotkanie między Panią, użytkownika z problemem i ze mną.  Zobaczymy przez udostępniony pulpit co może być przyczyną. Pozdrawiam JK.;1;2
950;Dzień dobry, wszystkie kwestie zostały wyjaśnione mailowo. Zamykam zgłoszenie i po skompletowaniu Wniosku i Zamówienia zachęcam do złożenia Zamówienia. Pozdrawiam AA.;1;1
951;Andrzeju, przypisałam do Ciebie zgodnie z sugestią. Pozdrawiam BB.;0;0
952;W chwil obecnej można wprowadzić nowe dane pracownika nawet jeśli stanowisko pozostaje to samo a zmienia się jedynie status.;1;2
953;Dziękuję za informację, ale dla Pana Kowalskiego muszę zmienić tylko stawkę bo status i stanowisko zostaje to samo i tego już nie chce mi przyjąć;1;1
954;Darku jak piszesz że potrzebujesz wsparcia to proszę napisz dokładnie jakiego i od kogo. Czy w tym przypadku istniejącą procedura jest niewystarczająca?Opisz problem a chętnie pomożemy.;0;0
955;Pracuję na miejscu w budynku, koleżanki w tym samym budynku, jedna w pokoju po przeciwnej stronie dwie na parterze.;0;1
956;Krzysztof prośba o poradę. Czy przedstawiony problem de facto omawia pewnego rodzaju forward poczty? Jeżeli tak to wiem, że ta opcja nie jest dostępna dla naszych użytkowników. Pozdrawiam BB.;0;1
957;Dzień dobry, jako że moja rola w tej sprawie jest czysto organizacyjna, dołączam się do prośby o wsparcie przez zespoły merytoryczne.  Marcin;1;2
958;Dzień dobry. Dziekuje bardzo za odpowiedź. W takim razie czekam na informacje związane z terminem kolejnego szkolenia. Pozdrawiam JK.;0;0
959;Poprawione. Jeśli w przyszłości będą u kogoś występować tego typu rozbieżności wystarczy ponownie zapisać dane pracownika, wóczas zostanie zauktualizowane rozliczenie.;1;1
960;Konrad, a może ty mnie poratujesz? Na 99,9% dla mnie to forward, ale wolę się upewnić. Pozdrawiam AA.;0;1
961;Widzę, że sprawa od pewnego czasu nie jest ruszana. Czy coś się tu jeszcze będzie działo, czy zamykamy zgłoszenie?;0;0
962;Dzień dobry, widzę, że ostatnia aktualizacje tej sprawy miała miejsce tydzień temu. Czy są wymagane dalsze działania ze strony zespołu realizującego ZTN, czy będziemy mogli zgłoszenie zamknąć?;1;1
963;OK. Dziękuję za wyjaśnienie. Czyli tylko wykład bez możliwośći inerakcji ze słuchaczami. Pozdrawiam BB.;0;0
964;Panowie, np sprawa jakby utknęła... Czy użytkownik dostał od Was jakąś odpowiedź lub poradę – może innym kanałem? Będzie kontynuacja, czy zamykamy?;0;0
965;Choć faktycznie okno wyboru członków grup można by lepiej wystylować. Chociaż nieważne, jest dobrze - zależy od szerokości okna przeglądarki, widoczności bloków, itp.;0;0
966;Szanowni Państwo, ja zrobiłem dokładnie to co Pan napisał - efekt jest przedstawiony na dostarczonym Państwu zdjęciu, tak więc problem nie jest rozwiązany;1;2
967;Czy dokument który Pani edytuje nie był wcześniej komuś udostępniony? Pozdrawiam JK.;1;1
968;Wszyscy mamy taką samą pojemność kont. Pani nie wysłała zrzutu który by informował o braku miejsca na koncie. Nie mamy jak pomóc skoro nie wiemy tak naprawdę z jakim problemem Pani się zmaga.;1;1
969;Może by tak poprosić o jakiekolwiek informacje w rodzaju adresów IP w pracowni, systemów operacyjnych jakie tam są, fizycznej lokalizacji....;0;0
970;Proszę o podanie adresów IP w pracowni, systemów operacyjnych jakie tam są oraz fizycznej lokalizacji. Proszę również o nr. telefonu do Pani;1;2
971;Panowie, proszę o poprowadzenie sprawy albo informację, co powinniśmy zrobić.;0;0
972;Chyba najszybciej będzie skonfrontować problem poprzez Teamsy. Możemy się połączyć? Pozdrawiam JK.;0;1
973;Zgadza się, whiteboard działa tylko na czatach grupowych. Założyłam, że o to Pani pytała z uwagi na wspomnianą pracę grupową pracowników. Zamykam zgłoszenie. Dziękuję. Pozdrawiam BB.;1;1
974;Dzień dobry, docierają do nas informacje, że działania związane z tym systemem są w toku. Czekamy na dalsze sygmały od administratorów.;1;2
975;Tak jak było ujęte w artykule, niestety pliki video nie mają tej funkcjonalności. W takim razie zamykam zgłoszenie. Dziękuję serdecznie za skorzystanie z naszej pomocy. Pozdrawiam AA.;1;2
976;Dzień dobry. Nie uważam że problem leży po stronie mojego łącza. Korzystam z internetu kablowego TOYA. Zauważyłam ten problem już wcześniej, o różnych porach dnia. Jednak ostatnio ( w środę rano) przybrał on na sile. ;1;2
977;Tak oczywiście, może być jeszcze sytuacja że Pana dostawca Internetu blokuje tą usługę. Proszę spróbować jeszcze użyć OpenVPN;1;1
978;Jest po staremu. Zajrzałam do wspomnianego artykułu, ale nic nowego nie udało mi się zrobić.;0;0
979;Dziękuję, tym razem otwiera mi się już właściwe okno, to które Pan wskazał - udało mi się skojarzyć pomyślnie efekty, pozdrawiam JK.;1;2
980;Zamknąłem nie to chciałem - mój błąd. Nadal praca w toku;0;0
981;Pliki zostały wgrane, można zmniejszyć limit. Tak jak pisałem wczoraj, poproszę o ponowne zwiększenie limitu w przyszły wtorek. Dziękuję i pozdrawiam ;0;0
982;Czy sprawa będzie obsługiwana? Może użytkownik już nie potrzebuje pomocy? Ale jeśli tak, to proszę o podjęcie działań.;0;1
983;Łukasz, Rafał, proszę o wyjaśnienie, czy podane w waszej instrukcji źródła instalacyjne są bezpieczne? Pozdrawiam AA.;0;0
984;"Dziękuje bardzo. Brakowało mi tej informacji, że mam filmu szukać w zakładce ""Moja zawartość"". Tam jest oczywiście opcja ""pobierz"". Dziękuję i pozdrawiam JK.";1;2
985;Aktualizacja dziala tylko teraz mam problem z logowaniem. Po wlozeniu karty do czytnika wprowadzam haslo, po czym po dluzszej chwili wyswietla sie komunikat (plik w zalaczeniu).;0;0
986;Albo ma Pan zdefiniowane jakieś reguły, które mają powtarzające się warunki. Chyba że teraz po zmianie czasu jest wszystko ok? Pozdrawiam BB.;1;1
987;Niestety założenie hasła nie pomogło. Czy w związku z tym, iż sprawa się przedłuża, możemy liczyć, że ktoś od Państwa pojawi się u nas fizycznie w biurze i pomoże uruchomić usługę pulpitu zdalnego?;1;2
988;Dziękuję za pomoc i wyjaśnienie sytuacji - skorzystam z pewnością w przyszłości. Pozdrawiam i życzę udanego, zdrowego weekendu. JK.;1;2
989;Z przeprowadzonych w tym tygodniu testów nie udało nam się znaleźć rozwiązania Pana problemu. PozdrawiamJ Jan Kowalski.;1;2
990;Peter dodaj chłopaków niech szukają od strony administracyjnej. Może to była prywatna grupa? Pozdrawiam AA.;0;0
991;Cześć Grzesiek. Widocznie moje uprawnienia nie pozwalały żeby tej usuniętej grupy zobaczyć, chociaż inne widzę. ;0;0
992;Właściciel zespołu może nim zarządzać w pełni. Czy te wyjaśnienia wyczerpują temat?;0;0
993;"Zwracam honor. Nie zrozumiałem, że ""wszystko"" to zarówno 1, jak i 2. Czyli super. Życzę spokojnej i udanej pracy!Pozdrawiam, JK.";1;1
994;Dzięki ale moje pytanie dotyczyło sytuacji gdy nie tworzy się spotkania w kalendarzu a po prostu rozpoczyna spotkanie z TEAMSów;0;0
995;To są kanały prywatne, a tylko publiczne mają tą możliwość. Pozdrawiam BB.;0;1
996;Dzień dobry, proponuję konsultacje za pośrednictwem usługi Teams w dniu dzisiejszym o godzinie 13:00, Proszę o potwierdzenie chęci uczestnictwa. Pozdrawiam AA.;1;2
997;Dziękuję za super szybką odpowiedź. Dodatkowe pytanie: Mam konto w MathWorks, czy muszę zakładać  do tegoż MATLABA nowe (chyba nie? bo duplikuje się adres służbowy). ;0;0
998;Michale i Jacku, czy możecie nam przybliżyć jak macie skonfigurowaną sieć dla pracowni? Pozdrawiam AA.;0;0
999;Paweł, czy chłopaki naprawili  telefony? Niestety nie otrzymałam żadnej zwrotki. Pozdrawiam JK.;0;0
1000;Najszybsza odpowiedź jest taka, że niestety taka osoba nie może prowadzić prezentacji. Naradzamy się jeszcze w gronie współpracowników, czy ktoś nie zna rozwiązania tej kwestii, ale póki co bez efektu...;0;1
